date,open,high,low,close,volume
2023-03-13,159.77,159.90,159.46,159.59,32647393
2023-03-14,160.13,162.30,159.23,161.40,43800950
2023-03-15,161.67,162.75,161.22,162.30,29493895
2023-03-16,161.55,162.81,158.53,159.79,71562419
2023-03-17,160.55,163.59,159.28,162.32,44256605
2023-03-20,161.88,162.61,160.13,160.86,25792983
2023-03-21,161.69,164.99,160.31,163.61,45152649
2023-03-22,162.81,164.14,159.63,160.96,44935177
2023-03-23,160.66,161.15,159.48,159.97,51699428
2023-03-24,160.52,162.73,159.60,161.81,39539770
2023-03-27,162.36,164.56,161.44,163.64,57141149
2023-03-28,164.25,166.69,163.23,165.67,71331660
2023-03-29,165.36,165.88,164.11,164.63,75326907
2023-03-30,164.04,165.02,161.69,162.67,68902532
2023-03-31,161.91,163.18,158.85,160.12,20099778
2023-04-03,160.07,160.16,159.86,159.95,31798735
2023-04-04,159.98,160.08,159.94,160.04,31545507
2023-04-05,159.44,160.45,157.01,158.02,58383382
2023-04-06,158.42,160.03,157.75,159.36,34544283
2023-04-07,158.71,159.79,156.13,157.21,73031224
2023-04-10,156.83,157.47,155.30,155.94,20184946
2023-04-11,156.32,157.83,155.69,157.20,48223082
2023-04-12,156.42,157.72,153.30,154.60,41547791
2023-04-13,154.74,155.31,154.50,155.07,59430425
2023-04-14,154.29,155.59,151.17,152.47,77046760
2023-04-17,152.87,154.45,152.21,153.79,63683284
2023-04-18,153.01,154.31,149.89,151.19,75512359
2023-04-19,151.12,151.23,150.86,150.97,48666555
2023-04-20,150.81,151.08,150.16,150.43,35302982
2023-04-21,150.81,152.34,150.17,151.70,69660818
2023-04-24,151.92,152.81,151.55,152.44,54111824
2023-04-25,151.77,152.88,149.11,150.22,61732264
2023-04-26,150.69,152.57,149.91,151.79,47443781
2023-04-27,152.22,153.96,151.50,153.24,76492624
2023-04-28,154.04,157.26,152.70,155.92,42110766
2023-05-01,156.11,156.89,155.79,156.57,70522109
2023-05-02,156.70,157.20,156.49,156.99,50428289
2023-05-03,157.11,157.59,156.91,157.39,28703299
2023-05-04,157.11,157.58,155.99,156.46,32452091
2023-05-05,157.25,160.43,155.93,159.11,30047251
2023-05-08,159.80,162.55,158.65,161.40,54009612
2023-05-09,160.57,161.95,157.26,158.64,69900223
2023-05-10,158.95,160.18,158.44,159.67,54992818
2023-05-11,159.08,160.06,156.74,157.72,24951328
2023-05-12,158.27,160.45,157.36,159.54,56783140
2023-05-15,159.73,160.49,159.41,160.17,61769080
2023-05-16,159.83,160.39,158.49,159.05,39951274
2023-05-17,159.48,161.20,158.76,160.48,44057150
2023-05-18,159.68,161.01,156.49,157.82,73708454
2023-05-19,158.14,159.40,157.61,158.87,73861855
2023-05-22,159.40,161.53,158.51,160.64,78439355
2023-05-23,160.81,161.51,160.52,161.22,29983874
2023-05-24,161.72,163.70,160.89,162.87,67493782
2023-05-25,163.00,163.53,162.78,163.31,52791863
2023-05-26,162.79,163.66,160.71,161.58,61124589
2023-05-29,161.75,162.45,161.46,162.16,44200119
2023-05-30,162.99,166.32,161.60,164.93,33633399
2023-05-31,165.56,168.09,164.51,167.04,72102036
2023-06-01,167.02,167.05,166.95,166.98,35383703
2023-06-02,166.09,167.58,162.51,164.00,58844879
2023-06-05,163.19,164.53,159.97,161.31,76874215
2023-06-06,160.56,161.81,157.56,158.81,35402436
2023-06-07,159.33,161.42,158.46,160.55,22659117
2023-06-08,160.39,160.65,159.77,160.03,60844986
2023-06-09,160.39,161.84,159.79,161.24,36154815
2023-06-12,160.80,161.53,159.06,159.79,64736686
2023-06-13,159.17,160.21,156.68,157.72,65183325
2023-06-14,157.77,157.98,157.68,157.89,20633909
2023-06-15,157.22,158.34,154.52,155.64,63414930
2023-06-16,154.87,156.16,151.77,153.06,57682407
2023-06-19,153.67,156.12,152.65,155.10,26225729
