date,open,high,low,close,volume
2023-03-31,552.35,555.59,544.57,547.81,58755456
2023-04-03,551.51,566.30,545.35,560.14,27835850
2023-04-04,561.85,568.71,558.99,565.85,70235686
2023-04-05,569.06,581.89,563.71,576.54,42543302
2023-04-06,571.56,579.86,551.64,559.94,73254250
2023-04-07,557.62,561.48,548.35,552.21,30272747
2023-04-10,556.09,571.59,549.63,565.13,58635847
2023-04-11,566.25,570.72,564.39,568.86,52022852
2023-04-12,570.55,577.31,567.73,574.49,39013676
2023-04-13,576.51,584.57,573.15,581.21,46936199
2023-04-14,580.84,581.45,579.38,579.99,77826844
2023-04-17,581.71,588.60,578.84,585.73,62448646
2023-04-18,581.09,588.82,562.54,570.27,54295294
2023-04-19,573.04,584.13,568.42,579.51,52223496
2023-04-20,574.92,582.57,556.56,564.21,26355781
2023-04-21,561.72,565.87,551.77,555.92,55535470
2023-04-24,558.12,566.93,554.45,563.26,75043497
2023-04-25,558.34,566.54,538.67,546.87,46589737
2023-04-26,548.30,554.01,545.92,551.63,27514383
2023-04-27,555.25,569.75,549.21,563.71,42073940
2023-04-28,563.46,563.88,562.44,562.86,57724404
2023-05-01,567.52,586.16,559.75,578.39,20098830
2023-05-02,576.46,579.67,568.76,571.97,79609327
2023-05-03,572.33,573.77,571.73,573.17,64418678
2023-05-04,571.21,574.48,563.37,566.64,56056344
2023-05-05,568.07,573.78,565.69,571.40,38704183
2023-05-08,576.39,596.34,568.08,588.03,67294658
2023-05-09,590.41,599.94,586.44,595.97,73407522
2023-05-10,599.56,613.94,593.57,607.95,79122496
2023-05-11,605.43,609.62,595.37,599.56,52503329
2023-05-12,600.37,603.61,599.02,602.26,30636222
2023-05-15,604.43,613.10,600.82,609.49,28072423
2023-05-16,605.43,612.20,589.19,595.96,34175647
2023-05-17,597.78,605.08,594.74,602.04,32485070
2023-05-18,602.74,605.56,601.57,604.39,45487481
2023-05-19,604.93,607.11,604.02,606.20,33657417
2023-05-22,603.04,608.31,590.38,595.65,24594543
2023-05-23,594.10,596.69,587.88,590.47,57498307
2023-05-24,595.73,616.78,586.96,608.01,77416024
2023-05-25,611.29,624.42,605.82,618.95,47796096
2023-05-26,618.06,619.55,614.49,615.98,59244062
2023-05-29,611.60,618.90,594.08,601.38,46142479
2023-05-30,601.16,601.52,600.30,600.66,72537954
2023-05-31,602.93,612.01,599.15,608.23,29644074
2023-06-01,606.48,609.40,599.47,602.39,29152533
2023-06-02,598.70,604.84,583.96,590.10,70691748
2023-06-05,588.72,591.02,583.20,585.50,46163811
2023-06-06,580.28,588.97,559.42,568.11,72739589
2023-06-07,567.85,568.28,566.83,567.26,20500343
2023-06-08,570.73,584.62,564.94,578.83,61147925
2023-06-09,580.65,587.95,577.61,584.91,72962713
2023-06-12,589.60,608.34,581.79,600.53,65895400
2023-06-13,603.29,614.31,598.70,609.72,63951970
2023-06-14,612.30,622.62,608.00,618.32,57197494
2023-06-15,619.77,625.55,617.36,623.14,48944345
2023-06-16,621.12,624.48,613.05,616.41,25474680
2023-06-19,619.79,633.33,614.15,627.69,62357133
