date,open,high,low,close,volume
2023-04-05,411.86,413.57,407.76,409.47,20639325
2023-04-06,410.06,412.42,409.08,411.44,26391750
2023-04-07,410.82,411.86,408.33,409.37,62916085
2023-04-10,408.24,410.13,403.70,405.59,31332051
2023-04-11,405.59,405.59,405.59,405.59,34056272
2023-04-12,406.00,407.63,405.32,406.95,64153383
2023-04-13,407.16,407.97,406.82,407.63,76100082
2023-04-14,408.77,413.36,406.86,411.45,38762626
2023-04-17,412.29,415.67,410.88,414.26,20203256
2023-04-18,413.99,414.44,412.92,413.37,34449266
2023-04-19,414.53,419.17,412.60,417.24,58125681
2023-04-20,416.11,417.99,411.60,413.48,74808616
2023-04-21,413.08,413.75,411.47,412.14,35969271
2023-04-24,413.33,418.08,411.35,416.10,27908090
2023-04-25,416.49,418.05,415.84,417.40,32779885
2023-04-26,418.11,420.93,416.93,419.75,61266964
2023-04-27,419.19,420.12,416.96,417.89,25391362
2023-04-28,416.40,418.88,410.45,412.93,34241377
2023-05-01,412.96,413.08,412.91,413.03,22682534
2023-05-02,412.45,413.42,410.13,411.10,32501173
2023-05-03,410.74,411.33,409.33,409.92,53303195
2023-05-04,410.78,414.20,409.35,412.77,40414857
2023-05-05,411.86,413.37,408.24,409.75,57467498
2023-05-08,409.31,410.05,407.53,408.27,33021521
2023-05-09,408.76,410.70,407.95,409.89,61988601
2023-05-10,410.72,414.02,409.34,412.64,46338508
2023-05-11,413.19,415.39,412.27,414.47,79367770
2023-05-12,415.28,418.50,413.94,417.16,47136759
2023-05-15,416.92,417.32,415.96,416.36,36678752
2023-05-16,417.80,423.56,415.40,421.16,65018319
2023-05-17,421.96,425.18,420.62,423.84,28479491
2023-05-18,423.76,423.89,423.46,423.59,78680321
2023-05-19,423.51,423.64,423.21,423.34,59348243
2023-05-22,424.59,429.59,422.51,427.51,54825892
2023-05-23,427.26,427.67,426.28,426.69,52812060
2023-05-24,427.27,429.61,426.30,428.64,53043054
2023-05-25,430.00,435.43,427.74,433.17,63467686
2023-05-26,432.23,433.79,428.49,430.05,36935226
2023-05-29,429.65,430.32,428.04,428.71,47685109
2023-05-30,428.59,428.80,428.09,428.30,31129906
2023-05-31,429.46,434.08,427.53,432.15,42461765
2023-06-01,430.86,433.01,425.70,427.85,51066186
2023-06-02,427.88,428.00,427.83,427.95,35729779
2023-06-05,428.10,428.72,427.84,428.46,20005137
2023-06-06,428.18,428.64,427.07,427.53,42920011
2023-06-07,428.24,431.07,427.06,429.89,58353041
2023-06-08,429.92,430.04,429.87,429.99,68042520
2023-06-09,431.09,435.48,429.26,433.65,52246350
2023-06-12,432.96,434.10,430.22,431.36,39284764
2023-06-13,430.26,432.10,425.84,427.68,30789131
2023-06-14,427.91,428.83,427.53,428.45,75610940
2023-06-15,429.90,435.70,427.48,433.28,45389120
2023-06-16,434.62,439.99,432.38,437.75,38121203
2023-06-19,439.23,445.16,436.76,442.69,79495543
