date,open,high,low,close,volume
2023-03-16,183.71,185.09,180.39,181.77,70259235
2023-03-17,180.98,182.30,177.81,179.13,45439252
2023-03-20,178.89,179.29,177.92,178.32,55858119
2023-03-21,178.31,178.32,178.28,178.29,26685876
2023-03-22,178.90,181.34,177.88,180.32,49701015
2023-03-23,180.72,182.31,180.06,181.65,75724391
2023-03-24,182.18,184.31,181.29,183.42,23622835
2023-03-27,184.18,187.22,182.91,185.95,50993443
2023-03-28,185.26,186.42,182.47,183.63,73455946
2023-03-29,184.11,186.03,183.31,185.23,74252577
2023-03-30,186.01,189.15,184.70,187.84,63859844
2023-03-31,187.98,188.56,187.74,188.32,40603140
2023-04-03,187.85,188.64,185.95,186.74,50657345
2023-04-04,187.44,190.22,186.28,189.06,50499441
2023-04-05,188.31,189.56,185.31,186.56,26820415
2023-04-06,186.94,188.45,186.31,187.82,50388065
2023-04-07,187.10,188.30,184.23,185.43,76859537
2023-04-10,185.92,187.89,185.10,187.07,76446233
2023-04-11,186.73,187.29,185.39,185.95,66060243
2023-04-12,186.07,186.54,185.87,186.34,29837697
2023-04-13,185.81,186.69,183.70,184.58,72439037
2023-04-14,183.84,185.07,180.89,182.12,30742521
2023-04-17,182.02,182.18,181.63,181.79,34036994
2023-04-18,181.17,182.21,178.68,179.72,40757358
2023-04-19,179.91,180.65,179.60,180.34,44772550
2023-04-20,179.97,180.58,178.51,179.12,40977349
2023-04-21,179.27,179.89,179.01,179.63,35844189
2023-04-24,179.81,180.52,179.51,180.22,78482034
2023-04-25,180.54,181.84,180.00,181.30,22362109
2023-04-26,180.62,181.75,177.91,179.04,50662490
2023-04-27,179.14,179.56,178.97,179.39,35105501
2023-04-28,179.57,180.28,179.27,179.98,26259255
2023-05-01,180.41,182.13,179.69,181.41,45443784
2023-05-02,181.40,181.41,181.37,181.38,64967199
2023-05-03,180.82,181.76,178.56,179.50,70474965
2023-05-04,179.68,180.39,179.38,180.09,70106955
2023-05-05,180.83,183.78,179.60,182.55,63886719
2023-05-08,182.27,182.74,181.15,181.62,79052813
2023-05-09,181.37,181.79,180.36,180.78,53645841
2023-05-10,180.53,180.95,179.52,179.94,72296772
2023-05-11,179.26,180.39,176.54,177.67,22122059
2023-05-12,177.67,177.67,177.67,177.67,73152542
2023-05-15,177.37,177.86,176.19,176.68,36489902
2023-05-16,176.97,178.11,176.49,177.63,44561327
2023-05-17,178.13,180.15,177.29,179.31,35376147
2023-05-18,178.84,179.62,176.97,177.75,27618401
2023-05-19,177.13,178.16,174.67,175.70,79719359
2023-05-22,175.29,175.98,173.64,174.33,37894433
2023-05-23,174.75,176.45,174.04,175.74,54416604
2023-05-24,175.78,175.94,175.71,175.87,61648912
2023-05-25,176.10,177.02,175.72,176.64,74693820
2023-05-26,176.50,176.74,175.92,176.16,38503132
2023-05-29,176.30,176.88,176.06,176.64,21967526
2023-05-30,176.71,177.00,176.59,176.88,63420458
2023-05-31,176.11,177.40,173.02,174.31,49641882
2023-06-01,173.65,174.75,171.01,172.11,43668612
2023-06-02,172.45,173.82,171.88,173.25,40200096
2023-06-05,172.48,173.77,169.39,170.68,34295023
2023-06-06,170.42,170.86,169.37,169.81,60760658
2023-06-07,169.37,170.11,167.59,168.33,38751585
2023-06-08,168.54,169.39,168.19,169.04,41107230
2023-06-09,168.36,169.49,165.65,166.78,60983783
2023-06-12,166.22,167.15,164.00,164.93,53383512
2023-06-13,165.51,167.82,164.55,166.86,26794677
2023-06-14,166.56,167.06,165.36,165.86,33114964
2023-06-15,165.45,166.13,163.81,164.49,66167699
2023-06-16,164.03,164.79,162.20,162.96,77581269
2023-06-19,162.64,163.17,161.38,161.91,44026515
