date,open,high,low,close,volume
2023-05-11,188.30,190.72,182.48,184.90,38973750
2023-05-12,186.08,190.82,184.11,188.85,48879600
2023-05-15,190.30,196.09,187.89,193.68,32861378
2023-05-16,191.79,194.94,184.23,187.38,46769574
2023-05-17,188.54,193.18,186.61,191.25,68187981
2023-05-18,189.76,192.24,183.82,186.30,27307035
2023-05-19,188.14,195.49,185.08,192.43,31295985
2023-05-22,192.25,192.55,191.52,191.82,62811099
2023-05-23,192.14,193.43,191.60,192.89,50443592
2023-05-24,192.91,192.99,192.88,192.96,78961884
2023-05-25,193.37,194.99,192.69,194.31,79317305
2023-05-26,193.25,195.02,189.00,190.77,61982889
2023-05-29,191.67,195.27,190.17,193.77,47031039
2023-05-30,192.22,194.80,186.04,188.62,58497048
2023-05-31,189.81,194.56,187.83,192.58,51320746
2023-06-01,190.88,193.71,184.09,186.92,63499802
2023-06-02,187.39,189.28,186.60,188.49,36874873
2023-06-05,188.03,188.79,186.21,186.97,63260708
2023-06-06,185.87,187.70,181.48,183.31,40193020
2023-06-07,181.83,184.30,175.90,178.37,39173173
2023-06-08,177.47,178.97,173.87,175.37,76810257
2023-06-09,174.27,176.11,169.85,171.69,29409288
2023-06-12,172.10,173.76,171.41,173.07,71542762
2023-06-13,174.78,181.61,171.93,178.76,31242149
2023-06-14,179.75,183.74,178.09,182.08,61144895
2023-06-15,181.14,182.70,177.40,178.96,74556601
2023-06-16,178.42,179.33,176.23,177.14,61097663
2023-06-19,176.06,177.86,171.74,173.54,73228595
